image_path,question,answer
jpg/image_00364.jpg,How many petals are visible?,Six
jpg/image_00364.jpg,Does this flower have pointed petals?,Yes
jpg/image_00364.jpg,Is this a Lily?,Yes
jpg/image_00364.jpg,Is this a Lotus?,No
jpg/image_00365.jpg,What is the name of this flower?,Lily
jpg/image_00365.jpg,What color are the petals?,White
jpg/image_00365.jpg,How many petals are visible?,Six
jpg/image_00365.jpg,Does this flower have pointed petals?,Yes
jpg/image_00365.jpg,Is this a Lily?,Yes
jpg/image_00365.jpg,Is this a Marigold?,No
jpg/image_00366.jpg,What is the name of this flower?,Lily
jpg/image_00366.jpg,What color are the petals?,White
jpg/image_00366.jpg,How many petals are visible?,Six
jpg/image_00366.jpg,Does this flower have pointed petals?,Yes
jpg/image_00366.jpg,Is this a Lily?,Yes
jpg/image_00366.jpg,Is this a Tulip?,No
jpg/image_00367.jpg,What is the name of this flower?,Lily
jpg/image_00367.jpg,What color are the petals?,White
jpg/image_00367.jpg,How many petals are visible?,Six
jpg/image_00367.jpg,Does this flower have pointed petals?,Yes
jpg/image_00367.jpg,Is this a Lily?,Yes
jpg/image_00367.jpg,Is this a Daisy?,No
jpg/image_00368.jpg,What is the name of this flower?,Lily
jpg/image_00368.jpg,What color are the petals?,White
jpg/image_00368.jpg,How many petals are visible?,Six
jpg/image_00368.jpg,Does this flower have pointed petals?,Yes
jpg/image_00368.jpg,Is this a Lily?,Yes
jpg/image_00368.jpg,Is this a Tulip?,No
jpg/image_00369.jpg,What is the name of this flower?,Lily
jpg/image_00369.jpg,What color are the petals?,White
jpg/image_00369.jpg,How many petals are visible?,Six
jpg/image_00369.jpg,Does this flower have pointed petals?,Yes
jpg/image_00369.jpg,Is this a Lily?,Yes
jpg/image_00369.jpg,Is this a Tulip?,No
jpg/image_00370.jpg,What is the name of this flower?,Lily
jpg/image_00370.jpg,What color are the petals?,White
jpg/image_00370.jpg,How many petals are visible?,Six
jpg/image_00370.jpg,Does this flower have pointed petals?,Yes
jpg/image_00370.jpg,Is this a Lily?,Yes
jpg/image_00370.jpg,Is this a Marigold?,No
jpg/image_00371.jpg,What is the name of this flower?,Lily
jpg/image_00371.jpg,What color are the petals?,White
jpg/image_00371.jpg,How many petals are visible?,Six
jpg/image_00371.jpg,Does this flower have pointed petals?,Yes
jpg/image_00371.jpg,Is this a Lily?,Yes
jpg/image_00371.jpg,Is this a Rose?,No
jpg/image_00372.jpg,What is the name of this flower?,Lily
jpg/image_00372.jpg,What color are the petals?,White
jpg/image_00372.jpg,How many petals are visible?,Six
jpg/image_00372.jpg,Does this flower have pointed petals?,Yes
jpg/image_00372.jpg,Is this a Lily?,Yes
jpg/image_00372.jpg,Is this a Tulip?,No
jpg/image_00373.jpg,What is the name of this flower?,Lily
jpg/image_00373.jpg,What color are the petals?,White
jpg/image_00373.jpg,How many petals are visible?,Six
jpg/image_00373.jpg,Does this flower have pointed petals?,Yes
jpg/image_00373.jpg,Is this a Lily?,Yes
jpg/image_00373.jpg,Is this a Daffodil?,No
jpg/image_00374.jpg,What is the name of this flower?,Lily
jpg/image_00374.jpg,What color are the petals?,White
jpg/image_00374.jpg,How many petals are visible?,Six
jpg/image_00374.jpg,Does this flower have pointed petals?,Yes
jpg/image_00374.jpg,Is this a Lily?,Yes
jpg/image_00374.jpg,Is this a Marigold?,No
jpg/image_00375.jpg,What is the name of this flower?,Lily
jpg/image_00375.jpg,What color are the petals?,White
jpg/image_00375.jpg,How many petals are visible?,Six
jpg/image_00375.jpg,Does this flower have pointed petals?,Yes
jpg/image_00375.jpg,Is this a Lily?,Yes
jpg/image_00375.jpg,Is this a Daisy?,No
jpg/image_00376.jpg,What is the name of this flower?,Lily
jpg/image_00376.jpg,What color are the petals?,White
jpg/image_00376.jpg,How many petals are visible?,Six
jpg/image_00376.jpg,Does this flower have pointed petals?,Yes
jpg/image_00376.jpg,Is this a Lily?,Yes
jpg/image_00376.jpg,Is this a Orchid?,No
jpg/image_00377.jpg,What is the name of this flower?,Lily
jpg/image_00377.jpg,What color are the petals?,White
jpg/image_00377.jpg,How many petals are visible?,Six
jpg/image_00377.jpg,Does this flower have pointed petals?,Yes
jpg/image_00377.jpg,Is this a Lily?,Yes
jpg/image_00377.jpg,Is this a Tulip?,No
jpg/image_00378.jpg,What is the name of this flower?,Lily
jpg/image_00378.jpg,What color are the petals?,White
jpg/image_00378.jpg,How many petals are visible?,Six
jpg/image_00378.jpg,Does this flower have pointed petals?,Yes
jpg/image_00378.jpg,Is this a Lily?,Yes
jpg/image_00378.jpg,Is this a Sunflower?,No
jpg/image_00379.jpg,What is the name of this flower?,Lily
jpg/image_00379.jpg,What color are the petals?,White
jpg/image_00379.jpg,How many petals are visible?,Six
jpg/image_00379.jpg,Does this flower have pointed petals?,Yes
jpg/image_00379.jpg,Is this a Lily?,Yes
jpg/image_00379.jpg,Is this a Marigold?,No
jpg/image_00380.jpg,What is the name of this flower?,Lily
jpg/image_00380.jpg,What color are the petals?,White
jpg/image_00380.jpg,How many petals are visible?,Six
jpg/image_00380.jpg,Does this flower have pointed petals?,Yes
jpg/image_00380.jpg,Is this a Lily?,Yes
jpg/image_00380.jpg,Is this a Rose?,No
jpg/image_00381.jpg,What is the name of this flower?,Lily
jpg/image_00381.jpg,What color are the petals?,White
jpg/image_00381.jpg,How many petals are visible?,Six
jpg/image_00381.jpg,Does this flower have pointed petals?,Yes
jpg/image_00381.jpg,Is this a Lily?,Yes
jpg/image_00381.jpg,Is this a Hibiscus?,No
jpg/image_00382.jpg,What is the name of this flower?,Lily
jpg/image_00382.jpg,What color are the petals?,White
jpg/image_00382.jpg,How many petals are visible?,Six
jpg/image_00382.jpg,Does this flower have pointed petals?,Yes
jpg/image_00382.jpg,Is this a Lily?,Yes
jpg/image_00382.jpg,Is this a Daisy?,No
jpg/image_00383.jpg,What is the name of this flower?,Lily
jpg/image_00383.jpg,What color are the petals?,White
jpg/image_00383.jpg,How many petals are visible?,Six
jpg/image_00383.jpg,Does this flower have pointed petals?,Yes
jpg/image_00383.jpg,Is this a Lily?,Yes
jpg/image_00383.jpg,Is this a Daisy?,No
jpg/image_00384.jpg,What is the name of this flower?,Lily
jpg/image_00384.jpg,What color are the petals?,White
jpg/image_00384.jpg,How many petals are visible?,Six
jpg/image_00384.jpg,Does this flower have pointed petals?,Yes
jpg/image_00384.jpg,Is this a Lily?,Yes
jpg/image_00384.jpg,Is this a Hibiscus?,No
jpg/image_00385.jpg,What is the name of this flower?,Lily
jpg/image_00385.jpg,What color are the petals?,White
jpg/image_00385.jpg,How many petals are visible?,Six
jpg/image_00385.jpg,Does this flower have pointed petals?,Yes
jpg/image_00385.jpg,Is this a Lily?,Yes
jpg/image_00385.jpg,Is this a Daffodil?,No
jpg/image_00386.jpg,What is the name of this flower?,Lily
jpg/image_00386.jpg,What color are the petals?,White
jpg/image_00386.jpg,How many petals are visible?,Six
jpg/image_00386.jpg,Does this flower have pointed petals?,Yes
jpg/image_00386.jpg,Is this a Lily?,Yes
jpg/image_00386.jpg,Is this a Orchid?,No
jpg/image_00387.jpg,What is the name of this flower?,Lily
jpg/image_00387.jpg,What color are the petals?,White
jpg/image_00387.jpg,How many petals are visible?,Six
jpg/image_00387.jpg,Does this flower have pointed petals?,Yes
jpg/image_00387.jpg,Is this a Lily?,Yes
jpg/image_00387.jpg,Is this a Daisy?,No
jpg/image_00388.jpg,What is the name of this flower?,Lily
jpg/image_00388.jpg,What color are the petals?,White
jpg/image_00388.jpg,How many petals are visible?,Six
jpg/image_00388.jpg,Does this flower have pointed petals?,Yes
jpg/image_00388.jpg,Is this a Lily?,Yes
jpg/image_00388.jpg,Is this a Daisy?,No
jpg/image_00389.jpg,What is the name of this flower?,Lily
jpg/image_00389.jpg,What color are the petals?,White
jpg/image_00389.jpg,How many petals are visible?,Six
jpg/image_00389.jpg,Does this flower have pointed petals?,Yes
jpg/image_00389.jpg,Is this a Lily?,Yes
jpg/image_00389.jpg,Is this a Rose?,No
jpg/image_00390.jpg,What is the name of this flower?,Lily
jpg/image_00390.jpg,What color are the petals?,White
jpg/image_00390.jpg,How many petals are visible?,Six
jpg/image_00390.jpg,Does this flower have pointed petals?,Yes
jpg/image_00390.jpg,Is this a Lily?,Yes
jpg/image_00390.jpg,Is this a Daisy?,No
jpg/image_00391.jpg,What is the name of this flower?,Lily
jpg/image_00391.jpg,What color are the petals?,White
jpg/image_00391.jpg,How many petals are visible?,Six
jpg/image_00391.jpg,Does this flower have pointed petals?,Yes
jpg/image_00391.jpg,Is this a Lily?,Yes
jpg/image_00391.jpg,Is this a Marigold?,No
jpg/image_00392.jpg,What is the name of this flower?,Lily
jpg/image_00392.jpg,What color are the petals?,White
jpg/image_00392.jpg,How many petals are visible?,Six
jpg/image_00392.jpg,Does this flower have pointed petals?,Yes
jpg/image_00392.jpg,Is this a Lily?,Yes
jpg/image_00392.jpg,Is this a Daffodil?,No
jpg/image_00393.jpg,What is the name of this flower?,Lily
jpg/image_00393.jpg,What color are the petals?,White
jpg/image_00393.jpg,How many petals are visible?,Six
jpg/image_00393.jpg,Does this flower have pointed petals?,Yes
jpg/image_00393.jpg,Is this a Lily?,Yes
jpg/image_00393.jpg,Is this a Orchid?,No
jpg/image_00394.jpg,What is the name of this flower?,Lily
jpg/image_00394.jpg,What color are the petals?,White
jpg/image_00394.jpg,How many petals are visible?,Six
jpg/image_00394.jpg,Does this flower have pointed petals?,Yes
jpg/image_00394.jpg,Is this a Lily?,Yes
jpg/image_00394.jpg,Is this a Sunflower?,No
jpg/image_00395.jpg,What is the name of this flower?,Lily
jpg/image_00395.jpg,What color are the petals?,White
jpg/image_00395.jpg,How many petals are visible?,Six
jpg/image_00395.jpg,Does this flower have pointed petals?,Yes
jpg/image_00395.jpg,Is this a Lily?,Yes
jpg/image_00395.jpg,Is this a Orchid?,No
jpg/image_00396.jpg,What is the name of this flower?,Lily
jpg/image_00396.jpg,What color are the petals?,White
jpg/image_00396.jpg,How many petals are visible?,Six
jpg/image_00396.jpg,Does this flower have pointed petals?,Yes
jpg/image_00396.jpg,Is this a Lily?,Yes
jpg/image_00396.jpg,Is this a Daffodil?,No
jpg/image_00397.jpg,What is the name of this flower?,Lily
jpg/image_00397.jpg,What color are the petals?,White
jpg/image_00397.jpg,How many petals are visible?,Six
jpg/image_00397.jpg,Does this flower have pointed petals?,Yes
jpg/image_00397.jpg,Is this a Lily?,Yes
jpg/image_00397.jpg,Is this a Lotus?,No
jpg/image_00398.jpg,What is the name of this flower?,Lily
jpg/image_00398.jpg,What color are the petals?,White
jpg/image_00398.jpg,How many petals are visible?,Six
jpg/image_00398.jpg,Does this flower have pointed petals?,Yes
jpg/image_00398.jpg,Is this a Lily?,Yes
jpg/image_00398.jpg,Is this a Marigold?,No
jpg/image_00399.jpg,What is the name of this flower?,Lily
jpg/image_00399.jpg,What color are the petals?,White
jpg/image_00399.jpg,How many petals are visible?,Six
jpg/image_00399.jpg,Does this flower have pointed petals?,Yes
jpg/image_00399.jpg,Is this a Lily?,Yes
jpg/image_00399.jpg,Is this a Lotus?,No
jpg/image_00400.jpg,What is the name of this flower?,Lily
jpg/image_00400.jpg,What color are the petals?,White
jpg/image_00400.jpg,How many petals are visible?,Six
jpg/image_00400.jpg,Does this flower have pointed petals?,Yes
jpg/image_00400.jpg,Is this a Lily?,Yes
jpg/image_00400.jpg,Is this a Daffodil?,No
jpg/image_00401.jpg,What is the name of this flower?,Sunflower
jpg/image_00401.jpg,What color are the petals?,Yellow
jpg/image_00401.jpg,How many petals are visible?,Many
jpg/image_00401.jpg,Does this flower have pointed petals?,Yes
jpg/image_00401.jpg,Is this a Sunflower?,Yes
jpg/image_00401.jpg,Is this a Rose?,No
jpg/image_00402.jpg,What is the name of this flower?,Sunflower
jpg/image_00402.jpg,What color are the petals?,Yellow
jpg/image_00402.jpg,How many petals are visible?,Many
jpg/image_00402.jpg,Does this flower have pointed petals?,Yes
jpg/image_00402.jpg,Is this a Sunflower?,Yes
jpg/image_00402.jpg,Is this a Lily?,No
jpg/image_00403.jpg,What is the name of this flower?,Sunflower
jpg/image_00403.jpg,What color are the petals?,Yellow
jpg/image_00403.jpg,How many petals are visible?,Many
jpg/image_00403.jpg,Does this flower have pointed petals?,Yes
jpg/image_00403.jpg,Is this a Sunflower?,Yes
jpg/image_00403.jpg,Is this a Orchid?,No
jpg/image_00404.jpg,What is the name of this flower?,Sunflower
jpg/image_00404.jpg,What color are the petals?,Yellow
jpg/image_00404.jpg,How many petals are visible?,Many
jpg/image_00404.jpg,Does this flower have pointed petals?,Yes
jpg/image_00404.jpg,Is this a Sunflower?,Yes
jpg/image_00404.jpg,Is this a Tulip?,No
jpg/image_00405.jpg,What is the name of this flower?,Sunflower
jpg/image_00405.jpg,What color are the petals?,Yellow
jpg/image_00405.jpg,How many petals are visible?,Many
jpg/image_00405.jpg,Does this flower have pointed petals?,Yes
jpg/image_00405.jpg,Is this a Sunflower?,Yes
jpg/image_00405.jpg,Is this a Orchid?,No
jpg/image_00406.jpg,What is the name of this flower?,Sunflower
jpg/image_00406.jpg,What color are the petals?,Yellow
jpg/image_00406.jpg,How many petals are visible?,Many
jpg/image_00406.jpg,Does this flower have pointed petals?,Yes
jpg/image_00406.jpg,Is this a Sunflower?,Yes
jpg/image_00406.jpg,Is this a Rose?,No
jpg/image_00407.jpg,What is the name of this flower?,Sunflower
jpg/image_00407.jpg,What color are the petals?,Yellow
jpg/image_00407.jpg,How many petals are visible?,Many
jpg/image_00407.jpg,Does this flower have pointed petals?,Yes
jpg/image_00407.jpg,Is this a Sunflower?,Yes
jpg/image_00407.jpg,Is this a Lily?,No
jpg/image_00408.jpg,What is the name of this flower?,Sunflower
jpg/image_00408.jpg,What color are the petals?,Yellow
jpg/image_00408.jpg,How many petals are visible?,Many
jpg/image_00408.jpg,Does this flower have pointed petals?,Yes
jpg/image_00408.jpg,Is this a Sunflower?,Yes
jpg/image_00408.jpg,Is this a Marigold?,No
jpg/image_00409.jpg,What is the name of this flower?,Sunflower
jpg/image_00409.jpg,What color are the petals?,Yellow
jpg/image_00409.jpg,How many petals are visible?,Many
jpg/image_00409.jpg,Does this flower have pointed petals?,Yes
jpg/image_00409.jpg,Is this a Sunflower?,Yes
jpg/image_00409.jpg,Is this a Daffodil?,No
jpg/image_00410.jpg,What is the name of this flower?,Sunflower
jpg/image_00410.jpg,What color are the petals?,Yellow
jpg/image_00410.jpg,How many petals are visible?,Many
jpg/image_00410.jpg,Does this flower have pointed petals?,Yes
jpg/image_00410.jpg,Is this a Sunflower?,Yes
jpg/image_00410.jpg,Is this a Daffodil?,No
jpg/image_00411.jpg,What is the name of this flower?,Sunflower
jpg/image_00411.jpg,What color are the petals?,Yellow
jpg/image_00411.jpg,How many petals are visible?,Many
jpg/image_00411.jpg,Does this flower have pointed petals?,Yes
jpg/image_00411.jpg,Is this a Sunflower?,Yes
jpg/image_00411.jpg,Is this a Marigold?,No
jpg/image_00412.jpg,What is the name of this flower?,Sunflower
jpg/image_00412.jpg,What color are the petals?,Yellow
jpg/image_00412.jpg,How many petals are visible?,Many
jpg/image_00412.jpg,Does this flower have pointed petals?,Yes
jpg/image_00412.jpg,Is this a Sunflower?,Yes
jpg/image_00412.jpg,Is this a Lotus?,No
jpg/image_00413.jpg,What is the name of this flower?,Sunflower
jpg/image_00413.jpg,What color are the petals?,Yellow
jpg/image_00413.jpg,How many petals are visible?,Many
jpg/image_00413.jpg,Does this flower have pointed petals?,Yes
jpg/image_00413.jpg,Is this a Sunflower?,Yes
jpg/image_00413.jpg,Is this a Lily?,No
jpg/image_00414.jpg,What is the name of this flower?,Sunflower
jpg/image_00414.jpg,What color are the petals?,Yellow
jpg/image_00414.jpg,How many petals are visible?,Many
jpg/image_00414.jpg,Does this flower have pointed petals?,Yes
jpg/image_00414.jpg,Is this a Sunflower?,Yes
jpg/image_00414.jpg,Is this a Marigold?,No
jpg/image_00415.jpg,What is the name of this flower?,Sunflower
jpg/image_00415.jpg,What color are the petals?,Yellow
jpg/image_00415.jpg,How many petals are visible?,Many
jpg/image_00415.jpg,Does this flower have pointed petals?,Yes
jpg/image_00415.jpg,Is this a Sunflower?,Yes
jpg/image_00415.jpg,Is this a Daisy?,No
jpg/image_00416.jpg,What is the name of this flower?,Sunflower
jpg/image_00416.jpg,What color are the petals?,Yellow
jpg/image_00416.jpg,How many petals are visible?,Many
jpg/image_00416.jpg,Does this flower have pointed petals?,Yes
jpg/image_00416.jpg,Is this a Sunflower?,Yes
jpg/image_00416.jpg,Is this a Orchid?,No
jpg/image_00417.jpg,What is the name of this flower?,Sunflower
jpg/image_00417.jpg,What color are the petals?,Yellow
jpg/image_00417.jpg,How many petals are visible?,Many
jpg/image_00417.jpg,Does this flower have pointed petals?,Yes
jpg/image_00417.jpg,Is this a Sunflower?,Yes
jpg/image_00417.jpg,Is this a Rose?,No
jpg/image_00418.jpg,What is the name of this flower?,Sunflower
jpg/image_00418.jpg,What color are the petals?,Yellow
jpg/image_00418.jpg,How many petals are visible?,Many
jpg/image_00418.jpg,Does this flower have pointed petals?,Yes
jpg/image_00418.jpg,Is this a Sunflower?,Yes
jpg/image_00418.jpg,Is this a Marigold?,No
jpg/image_00419.jpg,What is the name of this flower?,Sunflower
jpg/image_00419.jpg,What color are the petals?,Yellow
jpg/image_00419.jpg,How many petals are visible?,Many
jpg/image_00419.jpg,Does this flower have pointed petals?,Yes
jpg/image_00419.jpg,Is this a Sunflower?,Yes
jpg/image_00419.jpg,Is this a Rose?,No
jpg/image_00420.jpg,What is the name of this flower?,Sunflower
jpg/image_00420.jpg,What color are the petals?,Yellow
jpg/image_00420.jpg,How many petals are visible?,Many
jpg/image_00420.jpg,Does this flower have pointed petals?,Yes
jpg/image_00420.jpg,Is this a Sunflower?,Yes
jpg/image_00420.jpg,Is this a Lotus?,No
jpg/image_00421.jpg,What is the name of this flower?,Sunflower
jpg/image_00421.jpg,What color are the petals?,Yellow
jpg/image_00421.jpg,How many petals are visible?,Many
jpg/image_00421.jpg,Does this flower have pointed petals?,Yes
jpg/image_00421.jpg,Is this a Sunflower?,Yes
jpg/image_00421.jpg,Is this a Lotus?,No
jpg/image_00422.jpg,What is the name of this flower?,Sunflower
jpg/image_00422.jpg,What color are the petals?,Yellow
jpg/image_00422.jpg,How many petals are visible?,Many
jpg/image_00422.jpg,Does this flower have pointed petals?,Yes
jpg/image_00422.jpg,Is this a Sunflower?,Yes
jpg/image_00422.jpg,Is this a Daisy?,No
jpg/image_00423.jpg,What is the name of this flower?,Sunflower
jpg/image_00423.jpg,What color are the petals?,Yellow
jpg/image_00423.jpg,How many petals are visible?,Many
jpg/image_00423.jpg,Does this flower have pointed petals?,Yes
jpg/image_00423.jpg,Is this a Sunflower?,Yes
jpg/image_00423.jpg,Is this a Daffodil?,No
jpg/image_00424.jpg,What is the name of this flower?,Sunflower
jpg/image_00424.jpg,What color are the petals?,Yellow
jpg/image_00424.jpg,How many petals are visible?,Many
jpg/image_00424.jpg,Does this flower have pointed petals?,Yes
jpg/image_00424.jpg,Is this a Sunflower?,Yes
jpg/image_00424.jpg,Is this a Marigold?,No
jpg/image_00425.jpg,What is the name of this flower?,Sunflower
jpg/image_00425.jpg,What color are the petals?,Yellow
jpg/image_00425.jpg,How many petals are visible?,Many
jpg/image_00425.jpg,Does this flower have pointed petals?,Yes
jpg/image_00425.jpg,Is this a Sunflower?,Yes
jpg/image_00425.jpg,Is this a Lily?,No
jpg/image_00426.jpg,What is the name of this flower?,Sunflower
jpg/image_00426.jpg,What color are the petals?,Yellow
jpg/image_00426.jpg,How many petals are visible?,Many
jpg/image_00426.jpg,Does this flower have pointed petals?,Yes
jpg/image_00426.jpg,Is this a Sunflower?,Yes
jpg/image_00426.jpg,Is this a Daffodil?,No
jpg/image_00427.jpg,What is the name of this flower?,Sunflower
jpg/image_00427.jpg,What color are the petals?,Yellow
jpg/image_00427.jpg,How many petals are visible?,Many
jpg/image_00427.jpg,Does this flower have pointed petals?,Yes
jpg/image_00427.jpg,Is this a Sunflower?,Yes
jpg/image_00427.jpg,Is this a Daffodil?,No
jpg/image_00428.jpg,What is the name of this flower?,Sunflower
jpg/image_00428.jpg,What color are the petals?,Yellow
jpg/image_00428.jpg,How many petals are visible?,Many
jpg/image_00428.jpg,Does this flower have pointed petals?,Yes
jpg/image_00428.jpg,Is this a Sunflower?,Yes
jpg/image_00428.jpg,Is this a Lily?,No
jpg/image_00429.jpg,What is the name of this flower?,Sunflower
jpg/image_00429.jpg,What color are the petals?,Yellow
jpg/image_00429.jpg,How many petals are visible?,Many
jpg/image_00429.jpg,Does this flower have pointed petals?,Yes
jpg/image_00429.jpg,Is this a Sunflower?,Yes
jpg/image_00429.jpg,Is this a Orchid?,No
jpg/image_00430.jpg,What is the name of this flower?,Sunflower
jpg/image_00430.jpg,What color are the petals?,Yellow
jpg/image_00430.jpg,How many petals are visible?,Many
jpg/image_00430.jpg,Does this flower have pointed petals?,Yes
jpg/image_00430.jpg,Is this a Sunflower?,Yes
jpg/image_00430.jpg,Is this a Lotus?,No
jpg/image_00431.jpg,What is the name of this flower?,Sunflower
jpg/image_00431.jpg,What color are the petals?,Yellow
jpg/image_00431.jpg,How many petals are visible?,Many
jpg/image_00431.jpg,Does this flower have pointed petals?,Yes
jpg/image_00431.jpg,Is this a Sunflower?,Yes
jpg/image_00431.jpg,Is this a Orchid?,No
jpg/image_00432.jpg,What is the name of this flower?,Sunflower
jpg/image_00432.jpg,What color are the petals?,Yellow
jpg/image_00432.jpg,How many petals are visible?,Many
jpg/image_00432.jpg,Does this flower have pointed petals?,Yes
jpg/image_00432.jpg,Is this a Sunflower?,Yes
jpg/image_00432.jpg,Is this a Marigold?,No
jpg/image_00433.jpg,What is the name of this flower?,Sunflower
jpg/image_00433.jpg,What color are the petals?,Yellow
jpg/image_00433.jpg,How many petals are visible?,Many
jpg/image_00433.jpg,Does this flower have pointed petals?,Yes
jpg/image_00433.jpg,Is this a Sunflower?,Yes
jpg/image_00433.jpg,Is this a Daffodil?,No
jpg/image_00434.jpg,What is the name of this flower?,Sunflower
jpg/image_00434.jpg,What color are the petals?,Yellow
jpg/image_00434.jpg,How many petals are visible?,Many
jpg/image_00434.jpg,Does this flower have pointed petals?,Yes
jpg/image_00434.jpg,Is this a Sunflower?,Yes
jpg/image_00434.jpg,Is this a Marigold?,No
jpg/image_00435.jpg,What is the name of this flower?,Sunflower
jpg/image_00435.jpg,What color are the petals?,Yellow
jpg/image_00435.jpg,How many petals are visible?,Many
jpg/image_00435.jpg,Does this flower have pointed petals?,Yes
jpg/image_00435.jpg,Is this a Sunflower?,Yes
jpg/image_00435.jpg,Is this a Orchid?,No
jpg/image_00436.jpg,What is the name of this flower?,Sunflower
jpg/image_00436.jpg,What color are the petals?,Yellow
jpg/image_00436.jpg,How many petals are visible?,Many
jpg/image_00436.jpg,Does this flower have pointed petals?,Yes
jpg/image_00436.jpg,Is this a Sunflower?,Yes
jpg/image_00436.jpg,Is this a Lotus?,No
jpg/image_00437.jpg,What is the name of this flower?,Sunflower
jpg/image_00437.jpg,What color are the petals?,Yellow
jpg/image_00437.jpg,How many petals are visible?,Many
jpg/image_00437.jpg,Does this flower have pointed petals?,Yes
jpg/image_00437.jpg,Is this a Sunflower?,Yes
jpg/image_00437.jpg,Is this a Tulip?,No
jpg/image_00438.jpg,What is the name of this flower?,Sunflower
jpg/image_00438.jpg,What color are the petals?,Yellow
jpg/image_00438.jpg,How many petals are visible?,Many
jpg/image_00438.jpg,Does this flower have pointed petals?,Yes
jpg/image_00438.jpg,Is this a Sunflower?,Yes
jpg/image_00438.jpg,Is this a Daisy?,No
jpg/image_00439.jpg,What is the name of this flower?,Sunflower
jpg/image_00439.jpg,What color are the petals?,Yellow
jpg/image_00439.jpg,How many petals are visible?,Many
jpg/image_00439.jpg,Does this flower have pointed petals?,Yes
jpg/image_00439.jpg,Is this a Sunflower?,Yes
jpg/image_00439.jpg,Is this a Marigold?,No
jpg/image_00440.jpg,What is the name of this flower?,Sunflower
jpg/image_00440.jpg,What color are the petals?,Yellow
jpg/image_00440.jpg,How many petals are visible?,Many
jpg/image_00440.jpg,Does this flower have pointed petals?,Yes
jpg/image_00440.jpg,Is this a Sunflower?,Yes
jpg/image_00440.jpg,Is this a Marigold?,No
jpg/image_00441.jpg,What is the name of this flower?,Sunflower
jpg/image_00441.jpg,What color are the petals?,Yellow
jpg/image_00441.jpg,How many petals are visible?,Many
jpg/image_00441.jpg,Does this flower have pointed petals?,Yes
jpg/image_00441.jpg,Is this a Sunflower?,Yes
jpg/image_00441.jpg,Is this a Tulip?,No
jpg/image_00442.jpg,What is the name of this flower?,Sunflower
jpg/image_00442.jpg,What color are the petals?,Yellow
jpg/image_00442.jpg,How many petals are visible?,Many
jpg/image_00442.jpg,Does this flower have pointed petals?,Yes
jpg/image_00442.jpg,Is this a Sunflower?,Yes
jpg/image_00442.jpg,Is this a Orchid?,No
jpg/image_00443.jpg,What is the name of this flower?,Sunflower
jpg/image_00443.jpg,What color are the petals?,Yellow
jpg/image_00443.jpg,How many petals are visible?,Many
jpg/image_00443.jpg,Does this flower have pointed petals?,Yes
jpg/image_00443.jpg,Is this a Sunflower?,Yes
jpg/image_00443.jpg,Is this a Marigold?,No
jpg/image_00444.jpg,What is the name of this flower?,Sunflower
jpg/image_00444.jpg,What color are the petals?,Yellow
jpg/image_00444.jpg,How many petals are visible?,Many
jpg/image_00444.jpg,Does this flower have pointed petals?,Yes
jpg/image_00444.jpg,Is this a Sunflower?,Yes
jpg/image_00444.jpg,Is this a Lotus?,No
jpg/image_00445.jpg,What is the name of this flower?,Sunflower
jpg/image_00445.jpg,What color are the petals?,Yellow
jpg/image_00445.jpg,How many petals are visible?,Many
jpg/image_00445.jpg,Does this flower have pointed petals?,Yes
jpg/image_00445.jpg,Is this a Sunflower?,Yes
jpg/image_00445.jpg,Is this a Rose?,No
jpg/image_00446.jpg,What is the name of this flower?,Sunflower
jpg/image_00446.jpg,What color are the petals?,Yellow
jpg/image_00446.jpg,How many petals are visible?,Many
jpg/image_00446.jpg,Does this flower have pointed petals?,Yes
jpg/image_00446.jpg,Is this a Sunflower?,Yes
jpg/image_00446.jpg,Is this a Orchid?,No
jpg/image_00447.jpg,What is the name of this flower?,Sunflower
jpg/image_00447.jpg,What color are the petals?,Yellow
jpg/image_00447.jpg,How many petals are visible?,Many
jpg/image_00447.jpg,Does this flower have pointed petals?,Yes
jpg/image_00447.jpg,Is this a Sunflower?,Yes
jpg/image_00447.jpg,Is this a Orchid?,No
jpg/image_00448.jpg,What is the name of this flower?,Sunflower
jpg/image_00448.jpg,What color are the petals?,Yellow
jpg/image_00448.jpg,How many petals are visible?,Many
jpg/image_00448.jpg,Does this flower have pointed petals?,Yes
jpg/image_00448.jpg,Is this a Sunflower?,Yes
jpg/image_00448.jpg,Is this a Daisy?,No
jpg/image_00449.jpg,What is the name of this flower?,Sunflower
jpg/image_00449.jpg,What color are the petals?,Yellow
jpg/image_00449.jpg,How many petals are visible?,Many
jpg/image_00449.jpg,Does this flower have pointed petals?,Yes
jpg/image_00449.jpg,Is this a Sunflower?,Yes
jpg/image_00449.jpg,Is this a Marigold?,No
jpg/image_00450.jpg,What is the name of this flower?,Sunflower
jpg/image_00450.jpg,What color are the petals?,Yellow
jpg/image_00450.jpg,How many petals are visible?,Many
jpg/image_00450.jpg,Does this flower have pointed petals?,Yes
jpg/image_00450.jpg,Is this a Sunflower?,Yes
jpg/image_00450.jpg,Is this a Daffodil?,No
jpg/image_00451.jpg,What is the name of this flower?,Sunflower
jpg/image_00451.jpg,What color are the petals?,Yellow
jpg/image_00451.jpg,How many petals are visible?,Many
jpg/image_00451.jpg,Does this flower have pointed petals?,Yes
